qa_index,query,ground_truth_answer,answer_type,confidence_hint,original_chunk_ids,final_chunk_ids,top_5_candidates,expansion_count
413,How does the classroom environment affect my child's learning in preschool?,"The physical environment of a preschool is very important because young children learn differently than older children. A well-designed, safe, and accessible space supports exploration and gives children a sense of belonging. This kind of environment encourages them to engage in focused, self-directed play, which is a key part of how they learn and develop at this age.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_16,31. ece127infanttoddlerdevelopmentandcare_721 (sim: 0.654); 31. ece127infanttoddlerdevelopmentandcare_861 (sim: 0.621); 36. 1642572098-preschool_pdf_6 (sim: 0.611); 31. ece127infanttoddlerdevelopmentandcare_298 (sim: 0.603); 36. 1642572098-preschool_pdf_27 (sim: 0.581),0
22,What is in vitro fertilization (IVF)?,"In vitro fertilization, or IVF, is a process that can help with achieving pregnancy. It usually begins with medication to help the ovaries produce more eggs. A physician then surgically extracts the eggs and unites them with sperm in a lab setting. If one or more embryos are produced, they are transferred back into the woman's reproductive tract.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_50,1. CHDV-100-OER-Textbook-updatedJuly2020_50 (sim: 0.471); 1. CHDV-100-OER-Textbook-updatedJuly2020_47 (sim: 0.403); 1. CHDV-100-OER-Textbook-updatedJuly2020_60 (sim: 0.400); 1. CHDV-100-OER-Textbook-updatedJuly2020_48 (sim: 0.331); 1. CHDV-100-OER-Textbook-updatedJuly2020_45 (sim: 0.316),0
373,What is resilience and how can I help my child develop it?,"Resilience is the ability to adapt well to adversity or difficult conditions. For children, a key factor that promotes resilience is having a solid, secure relationship with a parent or caregiver. You can help your child build resilience by creating a sense of safety and dependency, responding to their needs respectfully, helping them learn to regulate their emotions, and providing safe opportunities for them to take on new challenges.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_152,26. parenting-handbook-Final-Eversion_105 (sim: 0.716); 1. CHDV-100-OER-Textbook-updatedJuly2020_207 (sim: 0.679); 31. ece127infanttoddlerdevelopmentandcare_152 (sim: 0.670); 26. parenting-handbook-Final-Eversion_104 (sim: 0.639); 26. parenting-handbook-Final-Eversion_110 (sim: 0.632),0
235,How does feeling safe help my child learn and grow?,"When children feel safe and secure, their thoughts and feelings work together in harmony. This allows their brains to work at their best, whether they are making decisions, learning new things, or developing skills. A safe environment significantly increases the growth of a child's social and emotional skillset.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,24. ISP-Resource-Social-and-Emotional-Development-FA-web_2,24. ISP-Resource-Social-and-Emotional-Development-FA-web_2 (sim: 0.622); 49. parent child interaction_10 (sim: 0.593); 31. ece127infanttoddlerdevelopmentandcare_721 (sim: 0.565); 31. ece127infanttoddlerdevelopmentandcare_765 (sim: 0.564); 49. parent child interaction_4 (sim: 0.551),0
274,What is passive-aggressive behavior in a child?,"Passive-aggressive behavior is when a child who is commanded to do something they don't like complies, but channels their anger in a way that subtly hurts the parent. For example, a child forced to do dishes might 'accidentally' drop and break a favorite glass while washing with extra enthusiasm. The hidden message is that they will make it painful for you to force them to do things.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_83,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_84 (sim: 0.646); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_83 (sim: 0.640); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_101 (sim: 0.611); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_511 (sim: 0.587); 52. Behavior-Management-in-Dentistry-for-Children_77 (sim: 0.584),0
63,What is 'theory of mind' in a child?,"Theory of mind is the ability to think about other people's thoughts. This understanding helps us to predict and understand the reactions of others, which is very important for social development. It develops over time; for instance, two-year-olds can understand that people have different desires, but it isn't until age four or five that they can grasp that someone can have a false belief.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_270,1. CHDV-100-OER-Textbook-updatedJuly2020_270 (sim: 0.743); 1. CHDV-100-OER-Textbook-updatedJuly2020_271 (sim: 0.668); 1. CHDV-100-OER-Textbook-updatedJuly2020_269 (sim: 0.593); 31. ece127infanttoddlerdevelopmentandcare_520 (sim: 0.572); 31. ece127infanttoddlerdevelopmentandcare_518 (sim: 0.513),0
498,Why is it helpful for my child's dentist to understand child development?,"Understanding the typical stages of physical, cognitive, and social or emotional development helps dentists and their teams predict how children of different ages might react in the dental office. While every child is unique and develops at their own pace, this knowledge provides a helpful starting point. It allows the dental team to adjust their expectations and communication style to match your child's individual abilities and needs, creating a more positive and successful visit.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_33,52. Behavior-Management-in-Dentistry-for-Children_125 (sim: 0.706); 52. Behavior-Management-in-Dentistry-for-Children_90 (sim: 0.687); 52. Behavior-Management-in-Dentistry-for-Children_219 (sim: 0.681); 52. Behavior-Management-in-Dentistry-for-Children_124 (sim: 0.680); 52. Behavior-Management-in-Dentistry-for-Children_170 (sim: 0.668),0
472,How can I use praise effectively to encourage my child?,"Praise is a powerful way to encourage desired behavior because it focuses on a child's effort rather than just the result. When you give genuine praise that is specific, spontaneous, and well-deserved, it helps encourage your child's learning and can decrease competition with others.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20 (sim: 0.780); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_21 (sim: 0.702); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_59 (sim: 0.690); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_49 (sim: 0.663); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_22 (sim: 0.659),0
193,How can I help my child learn about shapes and space at home?,"You can help your child by including toys and materials of different shapes and talking about their names. Providing nesting toys, encouraging children to cut items into shapes, and playing with large cardboard boxes are all great activities. Also, using positional words like 'in', 'next to', 'over', and 'under' during play helps build their spatial awareness.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_81,21. Paper_19_81 (sim: 0.613); 21. Paper_19_82 (sim: 0.552); 31. ece127infanttoddlerdevelopmentandcare_250 (sim: 0.538); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_348 (sim: 0.534); 31. ece127infanttoddlerdevelopmentandcare_750 (sim: 0.523),0
40,What is an ultrasound used for during pregnancy?,"An ultrasound is a test that uses sound waves to examine the fetus and check for defects or problems. It can also be used to determine the age of the fetus, the location of the placenta, the baby's position, movement, breathing, and heart rate, as well as the amount of amniotic fluid and the number of fetuses.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_78,1. CHDV-100-OER-Textbook-updatedJuly2020_78 (sim: 0.499); 1. CHDV-100-OER-Textbook-updatedJuly2020_72 (sim: 0.385); 1. CHDV-100-OER-Textbook-updatedJuly2020_74 (sim: 0.366); 1. CHDV-100-OER-Textbook-updatedJuly2020_62 (sim: 0.348); 1. CHDV-100-OER-Textbook-updatedJuly2020_76 (sim: 0.336),0
282,My child and I seem to argue all the time. Can this parenting approach help?,"Yes, one of the primary benefits of this approach is that it eliminates many of the factors that cause conflict between parents and children, such as anger, lectures, threats, and warnings. However, it's important to use the techniques to build your relationship, not just to win arguments. For example, a phrase like 'I love you too much to argue' should not be overused as a way to avoid listening to your child's feelings.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_136,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_179 (sim: 0.561); 3. L-G-0011992329-0035354927_35 (sim: 0.557); 26. parenting-handbook-Final-Eversion_71 (sim: 0.547); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_97 (sim: 0.545); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_210 (sim: 0.518),0
150,Is it okay for my preschooler to have homework?,"It is considered incorrect to give homework to such young children. The goal of early childhood education is to make the school environment interesting and enjoyable. The focus should be on preparing children for formal learning through readiness activities, not on formal reading, writing, and arithmetic. Therefore, there should be no homework.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_38,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_200 (sim: 0.545); 26. parenting-handbook-Final-Eversion_85 (sim: 0.436); 36. 1642572098-preschool_pdf_49 (sim: 0.431); 36. 1642572098-preschool_pdf_31 (sim: 0.415); 36. 1642572098-preschool_pdf_2 (sim: 0.413),0
424,How is my child's progress evaluated in preschool?,"Assessment in preschool is an ongoing process to understand what children know, can do, and how they feel. It's not about testing, but about gaining insight into a child's interests, achievements, and any potential difficulties. This information helps teachers plan the next steps for care, stimulation, and learning activities tailored to each child.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_94,36. 1642572098-preschool_pdf_94 (sim: 0.609); 36. 1642572098-preschool_pdf_96 (sim: 0.591); 36. 1642572098-preschool_pdf_95 (sim: 0.580); 20. Earlychildhood_33 (sim: 0.571); 36. 1642572098-preschool_pdf_27 (sim: 0.558),0
321,How can I help my child do well in school?,"A positive home environment greatly influences a child's academic achievement. You can help by showing genuine curiosity about what they are learning and maintaining a good relationship with their teachers. Help your child develop a love for reading, provide a fixed place to study, and encourage them to enjoy the process of learning each subject.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_85; 26. parenting-handbook-Final-Eversion_84,26. parenting-handbook-Final-Eversion_85 (sim: 0.713); 3. L-G-0011992329-0035354927_26 (sim: 0.594); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_96 (sim: 0.586); 26. parenting-handbook-Final-Eversion_64 (sim: 0.558); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_191 (sim: 0.550),1
316,How can I help my child deal with peer pressure?,Creating a loving and supportive home environment gives your child a strong foundation. Help your child develop self-confidence through hobbies and sports that offer positive peer interactions. It is also crucial to teach them how to say 'no' when needed and to think about the consequences of their actions before they do something.,paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_68,26. parenting-handbook-Final-Eversion_68 (sim: 0.802); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_213 (sim: 0.691); 26. parenting-handbook-Final-Eversion_81 (sim: 0.673); 26. parenting-handbook-Final-Eversion_66 (sim: 0.650); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_214 (sim: 0.645),0
453,What are some of the benefits for a child who has a secure attachment?,"When children have a secure attachment, they learn to trust that adults will meet their physical needs and be emotionally available for them. This security helps them learn to communicate in many ways and, with adult help, begin to manage their strong feelings and reactions.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,49. parent child interaction_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_482 (sim: 0.730); 52. Behavior-Management-in-Dentistry-for-Children_91 (sim: 0.685); 49. parent child interaction_3 (sim: 0.676); 52. Behavior-Management-in-Dentistry-for-Children_47 (sim: 0.674); 49. parent child interaction_4 (sim: 0.674),0
441,What happens if a baby isn't properly nurtured in their early years?,"If babies and young children are not well-nourished, stimulated, and loved, their brain development can be negatively affected. This can result in developmental delays in their cognitive abilities, such as thinking and learning, as well as their emotional functioning.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_7,1. CHDV-100-OER-Textbook-updatedJuly2020_205 (sim: 0.586); 31. ece127infanttoddlerdevelopmentandcare_521 (sim: 0.574); 38. A Good Start - Early Childhood Development Booklet_4 (sim: 0.547); 52. Behavior-Management-in-Dentistry-for-Children_35 (sim: 0.543); 52. Behavior-Management-in-Dentistry-for-Children_34 (sim: 0.536),0
185,What is social development in early childhood?,"Social development is the process of learning the values, knowledge, and skills that enable children to relate to others effectively. During early childhood (2 to 6 years), children learn the foundations of social behavior. They begin to have favorite playmates, become less self-centered, more cooperative, and their social environment expands beyond the family.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_59,31. ece127infanttoddlerdevelopmentandcare_516 (sim: 0.726); 31. ece127infanttoddlerdevelopmentandcare_506 (sim: 0.705); 31. ece127infanttoddlerdevelopmentandcare_517 (sim: 0.671); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_2 (sim: 0.667); 31. ece127infanttoddlerdevelopmentandcare_16 (sim: 0.665),0
295,Where can I find more information on Raisin Meditation?,"For more on Raisin Meditation, visit : https://ggia.berkeley.edu/practice/raisin_meditation, or watch this videohttps://www.youtube.com/watch?v=X5DfLKgJP8c",citation,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_19,26. parenting-handbook-Final-Eversion_19 (sim: 0.839); 26. parenting-handbook-Final-Eversion_12 (sim: 0.726); 26. parenting-handbook-Final-Eversion_13 (sim: 0.674); 26. parenting-handbook-Final-Eversion_20 (sim: 0.441); 26. parenting-handbook-Final-Eversion_18 (sim: 0.440),0
98,What is the difference between a 'parenting style' and a 'parenting practice'?,"A parenting style is about the overall emotional climate you create for your children. Parenting practices, on the other hand, are the specific things you do to socialize your children, such as your discipline strategies, how you teach them, or your involvement in their schoolwork.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,3. L-G-0011992329-0035354927_16,52. Behavior-Management-in-Dentistry-for-Children_97 (sim: 0.726); 3. L-G-0011992329-0035354927_16 (sim: 0.688); 31. ece127infanttoddlerdevelopmentandcare_591 (sim: 0.682); 31. ece127infanttoddlerdevelopmentandcare_590 (sim: 0.620); 31. ece127infanttoddlerdevelopmentandcare_595 (sim: 0.575),0
360,What should my baby or toddler be drinking?,"For the first 6 months, breast milk or formula provides all the hydration a baby needs. After that, small amounts of plain water can be introduced. Cow's milk should not be given as a drink before 12 months. After their first birthday, whole milk is a good choice. You should avoid giving sugary drinks like soda or juice drinks, and limit 100% fruit juice to no more than 4 ounces per day for toddlers.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_96,31. ece127infanttoddlerdevelopmentandcare_96 (sim: 0.635); 31. ece127infanttoddlerdevelopmentandcare_769 (sim: 0.595); 31. ece127infanttoddlerdevelopmentandcare_97 (sim: 0.518); 31. ece127infanttoddlerdevelopmentandcare_94 (sim: 0.509); 31. ece127infanttoddlerdevelopmentandcare_100 (sim: 0.491),0
35,Are there increased health risks for having a baby after age 35?,"Yes, women over age 35 are more likely to have an increased risk of fertility problems, high blood pressure, diabetes, miscarriages, premature birth, and having a baby with a genetic disorder. However, most women over 35 who become pregnant are in good health and have healthy pregnancies.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_69,1. CHDV-100-OER-Textbook-updatedJuly2020_69 (sim: 0.733); 1. CHDV-100-OER-Textbook-updatedJuly2020_77 (sim: 0.611); 1. CHDV-100-OER-Textbook-updatedJuly2020_70 (sim: 0.554); 1. CHDV-100-OER-Textbook-updatedJuly2020_66 (sim: 0.497); 1. CHDV-100-OER-Textbook-updatedJuly2020_68 (sim: 0.497),0
23,What is surrogacy?,"Surrogacy is an arrangement where one woman, called the surrogate mother, carries a child for another person or couple based on a legal agreement. There are different types of surrogacy. In 'traditional surrogacy,' the surrogate's own egg is used, while in 'gestational surrogacy,' the egg comes from a donor, not the surrogate.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_50,1. CHDV-100-OER-Textbook-updatedJuly2020_50 (sim: 0.495); 1. CHDV-100-OER-Textbook-updatedJuly2020_51 (sim: 0.493); 1. CHDV-100-OER-Textbook-updatedJuly2020_49 (sim: 0.325); 1. CHDV-100-OER-Textbook-updatedJuly2020_60 (sim: 0.301); 1. CHDV-100-OER-Textbook-updatedJuly2020_47 (sim: 0.291),0
338,How are the different areas of a baby's development connected?,"All areas of a child's development are interconnected, especially during the infant and toddler years. Growth in one area directly influences growth in others. For example, an infant's motor skill of being able to sit up independently is related to their progress in cognitive and language development. Because of this, we have to consider the whole child when we think about their growth and learning.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_47,31. ece127infanttoddlerdevelopmentandcare_47 (sim: 0.652); 31. ece127infanttoddlerdevelopmentandcare_134 (sim: 0.614); 31. ece127infanttoddlerdevelopmentandcare_517 (sim: 0.594); 38. A Good Start - Early Childhood Development Booklet_3 (sim: 0.591); 31. ece127infanttoddlerdevelopmentandcare_49 (sim: 0.577),0
116,How will my child's body change between the ages of 2 and 6?,"During early childhood, from ages 2 to 6, physical growth slows down compared to infancy. Your child will start to look more like an adult in their body proportions as their legs grow rapidly. Their muscles also develop quickly, especially the larger ones, and their brain reaches about 90 percent of its adult weight by the end of this period.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_22; 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_21,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_143 (sim: 0.627); 1. CHDV-100-OER-Textbook-updatedJuly2020_335 (sim: 0.608); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_144 (sim: 0.607); 1. CHDV-100-OER-Textbook-updatedJuly2020_213 (sim: 0.597); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_122 (sim: 0.595),1
395,How do daily routines help infants and toddlers?,"Consistent daily routines—activities that happen around the same time and in the same way each day—provide comfort and a sense of safety for young children. Routines like arrivals, meals, diapering, and naps offer predictable events that support children's trust and emotional stability. They also provide wonderful one-on-one opportunities for caregivers to build relationships and support individual learning.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_690; 31. ece127infanttoddlerdevelopmentandcare_689,31. ece127infanttoddlerdevelopmentandcare_860 (sim: 0.736); 31. ece127infanttoddlerdevelopmentandcare_694 (sim: 0.726); 31. ece127infanttoddlerdevelopmentandcare_690 (sim: 0.696); 31. ece127infanttoddlerdevelopmentandcare_691 (sim: 0.691); 31. ece127infanttoddlerdevelopmentandcare_692 (sim: 0.678),1
148,What makes a good teacher for a young child?,"A good teacher for young children is tolerant, patient, and loving, creating a secure environment where they feel safe. The teacher should respect each child's abilities, use encouraging words, praise their achievements, and help them understand the difference between right and wrong. They should act as a guide, allowing children to grow at their own pace.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_37,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_57 (sim: 0.574); 20. Earlychildhood_37 (sim: 0.569); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_62 (sim: 0.567); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_51 (sim: 0.565); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_265 (sim: 0.559),0
496,What does 'behavior management' actually mean in pediatric dentistry?,"In pediatric dentistry, behavior management is defined as the way the dental team effectively and efficiently performs treatment for a child while also helping them develop a positive dental attitude. This means providing high-quality dental care without unnecessary delays, and just as importantly, ensuring the child's emotional well-being is considered. The goal is to build a trusting relationship and promote a positive outlook on dental health for the future.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_28,52. Behavior-Management-in-Dentistry-for-Children_28 (sim: 0.782); 52. Behavior-Management-in-Dentistry-for-Children_210 (sim: 0.710); 52. Behavior-Management-in-Dentistry-for-Children_23 (sim: 0.700); 52. Behavior-Management-in-Dentistry-for-Children_147 (sim: 0.684); 52. Behavior-Management-in-Dentistry-for-Children_63 (sim: 0.666),0
437,Why are the first few years of my child's life so important?,"The early years are a critical period marked by extremely rapid development of a child's brain. The experiences a child has before age five in cognitive, physical, social, and emotional areas provide the foundation for their future learning, health, and overall well-being as they grow into confident adults.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_4,52. Behavior-Management-in-Dentistry-for-Children_34 (sim: 0.682); 31. ece127infanttoddlerdevelopmentandcare_50 (sim: 0.665); 38. A Good Start - Early Childhood Development Booklet_4 (sim: 0.649); 31. ece127infanttoddlerdevelopmentandcare_56 (sim: 0.603); 31. ece127infanttoddlerdevelopmentandcare_49 (sim: 0.599),0
119,My young child's emotions seem so intense and change so quickly. Is this normal?,"Yes, emotions in early childhood are often frequent, intense, and temporary. A young child can shift from crying to being happy very quickly. Their emotional expressions are usually tied to concrete objects or situations and can be very strong, regardless of what caused them. Young children also have trouble hiding their emotions.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_24,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_24 (sim: 0.600); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_430 (sim: 0.589); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_502 (sim: 0.581); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_29 (sim: 0.571); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_427 (sim: 0.567),0
443,What are some emotional needs of a baby under one year old?,"In their first year, it is very important for a baby to form a strong, loving attachment with an adult. They need plenty of opportunities to be hugged, sung to, rocked, smiled at, and laughed with. This secure connection provides a foundation for their emotional well-being.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_8,23. FECP-M3-Understanding-SE-Development-in-Young-Children_5 (sim: 0.614); 52. Behavior-Management-in-Dentistry-for-Children_45 (sim: 0.612); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_429 (sim: 0.576); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_460 (sim: 0.565); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_6 (sim: 0.562),0
51,What are gross motor skills and how do they develop?,"Gross motor skills are voluntary movements that involve the use of large muscle groups, like the arms, legs, head, and torso. These skills develop first. Examples include a baby learning to bring their chin up when on their stomach, moving their chest up, rocking on their hands and knees, and eventually crawling, pulling up, and walking.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_121,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_185 (sim: 0.729); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_198 (sim: 0.728); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_235 (sim: 0.705); 21. Paper_19_53 (sim: 0.697); 1. CHDV-100-OER-Textbook-updatedJuly2020_121 (sim: 0.693),0
194,Why are sensory experiences so important for a baby's development?,"Babies absorb information through their senses long before they have words to describe things. Sensory experiences can be therapeutic, improve motor skills, and raise a baby's awareness of how the world works. These experiences are also crucial for language acquisition, as they help a child connect words to what they see, hear, smell, taste, and touch.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_84,21. Paper_19_84 (sim: 0.682); 31. ece127infanttoddlerdevelopmentandcare_209 (sim: 0.681); 52. Behavior-Management-in-Dentistry-for-Children_37 (sim: 0.644); 31. ece127infanttoddlerdevelopmentandcare_217 (sim: 0.626); 31. ece127infanttoddlerdevelopmentandcare_206 (sim: 0.624),0
538,My child is scheduled for dental work under general anesthesia and is very anxious. What might be causing this?,"It's very common for children to experience significant fear before surgery. This anxiety can stem from concerns about being separated from parents, fear of pain, changes in routine, and being in an unfamiliar environment with strange sights and smells. Children between the ages of one and five seem to be at the highest risk for developing significant anxiety. Factors like a child's shy temperament, high parental anxiety, or a previous upsetting surgical experience can also contribute to these feelings.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_401,52. Behavior-Management-in-Dentistry-for-Children_401 (sim: 0.739); 52. Behavior-Management-in-Dentistry-for-Children_402 (sim: 0.668); 52. Behavior-Management-in-Dentistry-for-Children_413 (sim: 0.664); 52. Behavior-Management-in-Dentistry-for-Children_421 (sim: 0.660); 52. Behavior-Management-in-Dentistry-for-Children_78 (sim: 0.649),0
232,Where can I find more resources online about my child's social and emotional development?,Helpful online resources with information and ideas for parents include PBS: The Whole Child at http://www.pbs.org/wholechild/abc/index.html and Zero to Three at http://www.zerotothree.org/site/PageServer?pagename=key_social.,citation,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,23. FECP-M3-Understanding-SE-Development-in-Young-Children_21,23. FECP-M3-Understanding-SE-Development-in-Young-Children_21 (sim: 0.718); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_19 (sim: 0.695); 24. ISP-Resource-Social-and-Emotional-Development-FA-web_21 (sim: 0.693); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_20 (sim: 0.662); 31. ece127infanttoddlerdevelopmentandcare_491 (sim: 0.652),0
325,Why is it important for children to develop good habits early?,"Good habits help define who a person is. When a child develops good habits early in life, it becomes easier for them to make the right choices as they get older. Starting young gives them plenty of time to learn and practice these habits so that they become a natural part of their life and stay with them forever.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_96,26. parenting-handbook-Final-Eversion_96 (sim: 0.765); 26. parenting-handbook-Final-Eversion_97 (sim: 0.696); 26. parenting-handbook-Final-Eversion_108 (sim: 0.654); 26. parenting-handbook-Final-Eversion_95 (sim: 0.608); 52. Behavior-Management-in-Dentistry-for-Children_34 (sim: 0.584),0
427,Why is it important for parents and teachers to have a good relationship?,"It's essential for parents and teachers to work together as partners, as children learn and grow best when there is strong collaboration between them. When teachers connect with a child's family, they gain a better understanding of the child's interests and can help parents better understand child development, leading to better outcomes for the child.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_97,3. L-G-0011992329-0035354927_26 (sim: 0.640); 36. 1642572098-preschool_pdf_97 (sim: 0.632); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_28 (sim: 0.593); 24. ISP-Resource-Social-and-Emotional-Development-FA-web_20 (sim: 0.576); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_51 (sim: 0.576),0
186,How do young children typically understand 'right' and 'wrong'?,"Young children often base their morality on a punishment and obedience orientation. This means they tend to behave morally because they fear authority figures, like parents or teachers, and try to avoid punishment. They obey rules because they are told to do so, rather than from a complex understanding of ethics.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_61,1. CHDV-100-OER-Textbook-updatedJuly2020_423 (sim: 0.532); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_520 (sim: 0.523); 31. ece127infanttoddlerdevelopmentandcare_518 (sim: 0.516); 31. ece127infanttoddlerdevelopmentandcare_520 (sim: 0.502); 21. Paper_19_63 (sim: 0.500),0
