query_id,config_name,query_text,ground_truth_chunks,retrieved_chunks,hit_at_1,hit_at_3,hit_at_5,mrr,precision_at_1,precision_at_3,precision_at_5,execution_time,openai_calls,cohere_calls
12,minimal_processing,Why are friends so important to my school-aged child?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_30'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_448', '1. CHDV-100-OER-Textbook-updatedJuly2020_318', '1. CHDV-100-OER-Textbook-updatedJuly2020_546', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_164', '24. ISP-Resource-Social-and-Emotional-Development-FA-web_20']",0,0,0,0,0,0,0,0.917294264,0,0
13,minimal_processing,Why do young children have temper tantrums?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_488'],"['26. parenting-handbook-Final-Eversion_59', '26. parenting-handbook-Final-Eversion_80', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_239', '26. parenting-handbook-Final-Eversion_60', '26. parenting-handbook-Final-Eversion_58']",0,0,0,0.166666667,0,0,0,0.863688707,0,0
14,minimal_processing,What are the benefits of early childhood education for my child?,['20. Earlychildhood_8'],"['20. Earlychildhood_20', '38. A Good Start - Early Childhood Development Booklet_11', '31. ece127infanttoddlerdevelopmentandcare_757', '1. CHDV-100-OER-Textbook-updatedJuly2020_281', '1. CHDV-100-OER-Textbook-updatedJuly2020_278']",0,0,0,0,0,0,0,0.920870781,0,0
15,minimal_processing,Why is play considered so important in early childhood education?,['20. Earlychildhood_28'],"['31. ece127infanttoddlerdevelopmentandcare_859', '20. Earlychildhood_28', '38. A Good Start - Early Childhood Development Booklet_10', '31. ece127infanttoddlerdevelopmentandcare_524', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_160']",0,1,1,0.5,0,0.333333333,0.2,1.070919037,0,0
16,minimal_processing,What are some simple ways I can help my child's development at home?,['20. Earlychildhood_35'],"['26. parenting-handbook-Final-Eversion_114', '31. ece127infanttoddlerdevelopmentandcare_696', '26. parenting-handbook-Final-Eversion_97', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_228', '20. Earlychildhood_35']",0,0,1,0.2,0,0,0.2,0.963294744,0,0
17,minimal_processing,What is the difference between a child's growth and their development?,['21. Paper_19_29'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_14', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_11', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_13', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_49', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_16']",0,0,0,0.142857143,0,0,0,0.867869616,0,0
18,minimal_processing,What is the most important thing I can do for my child's mental health?,"['21. Paper_19_43', '21. Paper_19_44', '21. Paper_19_45', '21. Paper_19_46']","['26. parenting-handbook-Final-Eversion_113', '31. ece127infanttoddlerdevelopmentandcare_145', '1. CHDV-100-OER-Textbook-updatedJuly2020_366', '31. ece127infanttoddlerdevelopmentandcare_155', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_3']",0,0,0,0,0,0,0,1.08109498,0,0
19,minimal_processing,Why is good nutrition so important for young children?,['21. Paper_19_90'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_336', '1. CHDV-100-OER-Textbook-updatedJuly2020_130', '38. A Good Start - Early Childhood Development Booklet_9', '31. ece127infanttoddlerdevelopmentandcare_94', '38. A Good Start - Early Childhood Development Booklet_4']",0,0,0,0.083333333,0,0,0,0.928105831,0,0
20,minimal_processing,Why is it so important for children to eat breakfast?,['21. Paper_19_93'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_336', '1. CHDV-100-OER-Textbook-updatedJuly2020_215', '1. CHDV-100-OER-Textbook-updatedJuly2020_339', '38. A Good Start - Early Childhood Development Booklet_4', '31. ece127infanttoddlerdevelopmentandcare_94']",0,0,0,0.1,0,0,0,1.314638376,0,0
21,minimal_processing,Why is my child's social-emotional development so important?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_3'],"['23. FECP-M3-Understanding-SE-Development-in-Young-Children_3', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_455', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_19', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_2', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454']",1,1,1,1,1,0.333333333,0.2,0.925861597,0,0
22,minimal_processing,How can I handle my baby's separation anxiety?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_5'],"['31. ece127infanttoddlerdevelopmentandcare_559', '31. ece127infanttoddlerdevelopmentandcare_558', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_5', '31. ece127infanttoddlerdevelopmentandcare_549', '31. ece127infanttoddlerdevelopmentandcare_551']",0,1,1,0.333333333,0,0.333333333,0.2,0.917188644,0,0
23,minimal_processing,Why does my toddler say 'no' all the time and refuse to share toys?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_7'],"['23. FECP-M3-Understanding-SE-Development-in-Young-Children_7', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_212', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_67', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_9', '26. parenting-handbook-Final-Eversion_59']",1,1,1,1,1,0.333333333,0.2,1.009047031,0,0
24,minimal_processing,"What is empathy, and how can I teach it to my child?",['24. ISP-Resource-Social-and-Emotional-Development-FA-web_3'],"['31. ece127infanttoddlerdevelopmentandcare_465', '24. ISP-Resource-Social-and-Emotional-Development-FA-web_3', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_114', '26. parenting-handbook-Final-Eversion_31', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_125']",0,1,1,0.5,0,0.333333333,0.2,0.961078882,0,0
25,minimal_processing,What is the 'circle of five' strategy for helping my child's friendships?,['24. ISP-Resource-Social-and-Emotional-Development-FA-web_5'],"['24. ISP-Resource-Social-and-Emotional-Development-FA-web_5', '1. CHDV-100-OER-Textbook-updatedJuly2020_449', '24. ISP-Resource-Social-and-Emotional-Development-FA-web_9', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_164', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_12']",1,1,1,1,1,0.333333333,0.2,1.032059908,0,0
26,minimal_processing,What are 'helicopter parents'?,['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_23'],"['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_23', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_24', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_25', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_27', '52. Behavior-Management-in-Dentistry-for-Children_98']",1,1,1,1,1,0.333333333,0.2,1.046211243,0,0
27,minimal_processing,Why is it important to let my child fail sometimes?,"['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_28', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_29']","['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_29', '26. parenting-handbook-Final-Eversion_105', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_52', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_28', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_56']",1,1,1,1,1,0.333333333,0.4,0.98862505,0,0
28,minimal_processing,What's the difference between using 'fighting words' and 'thinking words' with my child?,['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_80'],"['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_80', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_85', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_86', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_74', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_7']",1,1,1,1,1,0.333333333,0.2,1.019079685,0,0
29,minimal_processing,How does giving choices help me gain control in a power struggle?,"['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_90', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_95', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_104']","['25. Parenting20Love20Logic_20Children2020PDFDrive.com29_95', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_111', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_8', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_93', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_96']",1,1,1,1,1,0.333333333,0.2,1.003875732,0,0
30,minimal_processing,How does too much screen time affect my child?,['26. parenting-handbook-Final-Eversion_52'],"['26. parenting-handbook-Final-Eversion_52', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_236', '1. CHDV-100-OER-Textbook-updatedJuly2020_34', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_237', '1. CHDV-100-OER-Textbook-updatedJuly2020_352']",1,1,1,1,1,0.333333333,0.2,1.006043911,0,0
31,minimal_processing,How can I manage my child's use of gadgets?,['26. parenting-handbook-Final-Eversion_53'],"['26. parenting-handbook-Final-Eversion_53', '26. parenting-handbook-Final-Eversion_77', '26. parenting-handbook-Final-Eversion_51', '26. parenting-handbook-Final-Eversion_52', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_236']",1,1,1,1,1,0.333333333,0.2,0.90409708,0,0
32,minimal_processing,How can I help my child deal with peer pressure?,['26. parenting-handbook-Final-Eversion_68'],"['26. parenting-handbook-Final-Eversion_68', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_213', '26. parenting-handbook-Final-Eversion_81', '26. parenting-handbook-Final-Eversion_66', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_214']",1,1,1,1,1,0.333333333,0.2,1.070122004,0,0
33,minimal_processing,What is positive discipline?,['26. parenting-handbook-Final-Eversion_73'],"['26. parenting-handbook-Final-Eversion_73', '26. parenting-handbook-Final-Eversion_74', '26. parenting-handbook-Final-Eversion_112', '26. parenting-handbook-Final-Eversion_75', '26. parenting-handbook-Final-Eversion_72']",1,1,1,1,1,0.333333333,0.2,1.130015373,0,0
34,minimal_processing,Why is it so important to encourage a reading habit in my child?,['26. parenting-handbook-Final-Eversion_98'],"['26. parenting-handbook-Final-Eversion_99', '26. parenting-handbook-Final-Eversion_98', '26. parenting-handbook-Final-Eversion_109', '31. ece127infanttoddlerdevelopmentandcare_389', '31. ece127infanttoddlerdevelopmentandcare_390']",0,1,1,0.5,0,0.333333333,0.2,0.882328272,0,0
35,minimal_processing,What is the most important factor in a baby's healthy development?,['31. ece127infanttoddlerdevelopmentandcare_44'],"['52. Behavior-Management-in-Dentistry-for-Children_34', '52. Behavior-Management-in-Dentistry-for-Children_35', '31. ece127infanttoddlerdevelopmentandcare_49', '1. CHDV-100-OER-Textbook-updatedJuly2020_131', '31. ece127infanttoddlerdevelopmentandcare_94']",0,0,0,0,0,0,0,1.090201855,0,0
36,minimal_processing,Why are the first three years of a child's life so important?,['31. ece127infanttoddlerdevelopmentandcare_49'],"['31. ece127infanttoddlerdevelopmentandcare_50', '52. Behavior-Management-in-Dentistry-for-Children_34', '38. A Good Start - Early Childhood Development Booklet_4', '31. ece127infanttoddlerdevelopmentandcare_56', '31. ece127infanttoddlerdevelopmentandcare_49']",0,0,1,0.2,0,0,0.2,1.116743803,0,0
37,minimal_processing,What are the most important safe sleep practices for my baby?,['31. ece127infanttoddlerdevelopmentandcare_108'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_170', '1. CHDV-100-OER-Textbook-updatedJuly2020_168', '31. ece127infanttoddlerdevelopmentandcare_108', '31. ece127infanttoddlerdevelopmentandcare_746', '1. CHDV-100-OER-Textbook-updatedJuly2020_169']",0,1,1,0.333333333,0,0.333333333,0.2,0.883023739,0,0
38,minimal_processing,What are 'Adverse Childhood Experiences' or ACEs?,['31. ece127infanttoddlerdevelopmentandcare_146'],"['31. ece127infanttoddlerdevelopmentandcare_146', '31. ece127infanttoddlerdevelopmentandcare_149', '1. CHDV-100-OER-Textbook-updatedJuly2020_323', '31. ece127infanttoddlerdevelopmentandcare_147', '31. ece127infanttoddlerdevelopmentandcare_148']",1,1,1,1,1,0.333333333,0.2,1.081012011,0,0
39,minimal_processing,Why is 'tummy time' so important for my baby?,['31. ece127infanttoddlerdevelopmentandcare_181'],"['31. ece127infanttoddlerdevelopmentandcare_181', '31. ece127infanttoddlerdevelopmentandcare_104', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_120', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_223', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_228']",1,1,1,1,1,0.333333333,0.2,0.935087204,0,0
40,minimal_processing,How does preschool help prepare my child for success in school and later in life?,['36. 1642572098-preschool_pdf_3'],"['36. 1642572098-preschool_pdf_3', '36. 1642572098-preschool_pdf_5', '36. 1642572098-preschool_pdf_4', '21. Paper_19_4', '36. 1642572098-preschool_pdf_27']",1,1,1,1,1,0.333333333,0.2,2.065788746,0,0
41,minimal_processing,Is it harmful to push formal academics like reading and writing too early in preschool?,['36. 1642572098-preschool_pdf_11'],"['36. 1642572098-preschool_pdf_11', '26. parenting-handbook-Final-Eversion_98', '31. ece127infanttoddlerdevelopmentandcare_389', '31. ece127infanttoddlerdevelopmentandcare_757', '1. CHDV-100-OER-Textbook-updatedJuly2020_401']",1,1,1,1,1,0.333333333,0.2,0.879142761,0,0
42,minimal_processing,How do my child's early experiences affect their future?,['38. A Good Start - Early Childhood Development Booklet_4'],"['52. Behavior-Management-in-Dentistry-for-Children_34', '31. ece127infanttoddlerdevelopmentandcare_539', '31. ece127infanttoddlerdevelopmentandcare_583', '31. ece127infanttoddlerdevelopmentandcare_53', '1. CHDV-100-OER-Textbook-updatedJuly2020_433']",0,0,0,0,0,0,0,0.903832436,0,0
43,minimal_processing,Do children need expensive toys to learn and develop?,['38. A Good Start - Early Childhood Development Booklet_10'],"['38. A Good Start - Early Childhood Development Booklet_10', '20. Earlychildhood_31', '31. ece127infanttoddlerdevelopmentandcare_739', '20. Earlychildhood_32', '31. ece127infanttoddlerdevelopmentandcare_757']",1,1,1,1,1,0.333333333,0.2,1.060807943,0,0
44,minimal_processing,Why is it so important for my child to have a secure attachment to me?,['49. parent child interaction_3'],"['49. parent child interaction_3', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_482', '52. Behavior-Management-in-Dentistry-for-Children_47', '52. Behavior-Management-in-Dentistry-for-Children_91', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_483']",1,1,1,1,1,0.333333333,0.2,0.923257828,0,0
45,minimal_processing,What does a positive parent-child interaction look like?,['49. parent child interaction_9'],"['49. parent child interaction_9', '49. parent child interaction_8', '3. L-G-0011992329-0035354927_35', '52. Behavior-Management-in-Dentistry-for-Children_102', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_30']",1,1,1,1,1,0.333333333,0.2,1.339873791,0,0
46,minimal_processing,Why are routines important for managing my child's behavior?,['51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_18'],"['51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_18', '31. ece127infanttoddlerdevelopmentandcare_694', '31. ece127infanttoddlerdevelopmentandcare_860', '31. ece127infanttoddlerdevelopmentandcare_689', '31. ece127infanttoddlerdevelopmentandcare_690']",1,1,1,1,1,0.333333333,0.2,1.290064096,0,0
47,minimal_processing,How can I use praise effectively to encourage my child?,['51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20'],"['51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_21', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_59', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_49', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_22']",1,1,1,1,1,0.333333333,0.2,1.000385284,0,0
48,minimal_processing,How can I build a stronger relationship with my child?,['51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_51'],"['26. parenting-handbook-Final-Eversion_114', '26. parenting-handbook-Final-Eversion_91', '26. parenting-handbook-Final-Eversion_113', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_28', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_51']",0,0,1,0.2,0,0,0.2,1.043335915,0,0
49,minimal_processing,How does the arrival of a new baby affect my older child's behavior?,['52. Behavior-Management-in-Dentistry-for-Children_106'],"['52. Behavior-Management-in-Dentistry-for-Children_106', '1. CHDV-100-OER-Textbook-updatedJuly2020_189', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_13', '52. Behavior-Management-in-Dentistry-for-Children_107', '31. ece127infanttoddlerdevelopmentandcare_521']",1,1,1,1,1,0.333333333,0.2,1.116905212,0,0
50,minimal_processing,What is the 'Tell-Show-Do' method that dentists use with children?,['52. Behavior-Management-in-Dentistry-for-Children_180'],"['52. Behavior-Management-in-Dentistry-for-Children_180', '52. Behavior-Management-in-Dentistry-for-Children_181', '52. Behavior-Management-in-Dentistry-for-Children_195', '52. Behavior-Management-in-Dentistry-for-Children_327', '52. Behavior-Management-in-Dentistry-for-Children_230']",1,1,1,1,1,0.333333333,0.2,0.924351454,0,0
1,baseline_current,What are the main areas of a child's growth and development?,['1. CHDV-100-OER-Textbook-updatedJuly2020_4'],"['38. A Good Start - Early Childhood Development Booklet_3', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_133', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_113', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_310', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_122']",0,0,0,0,0,0,0,1.197950363,2,1
2,baseline_current,What influences a child's development more: their genes or their environment?,['1. CHDV-100-OER-Textbook-updatedJuly2020_5'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_74', '52. Behavior-Management-in-Dentistry-for-Children_93', '1. CHDV-100-OER-Textbook-updatedJuly2020_52', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_7', '1. CHDV-100-OER-Textbook-updatedJuly2020_8']",0,0,0,0,0,0,0,0.951042414,2,1
3,baseline_current,What are the different stages of child development from birth to adulthood?,['1. CHDV-100-OER-Textbook-updatedJuly2020_6'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_19', '21. Paper_19_30', '1. CHDV-100-OER-Textbook-updatedJuly2020_6', '31. ece127infanttoddlerdevelopmentandcare_509', '21. Paper_19_31']",0,1,1,0.333333333,0,0.333333333,0.2,5.050332785,2,1
4,baseline_current,What's a more effective way to encourage good behavior: reinforcement or punishment?,['1. CHDV-100-OER-Textbook-updatedJuly2020_32'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_32', '52. Behavior-Management-in-Dentistry-for-Children_186', '52. Behavior-Management-in-Dentistry-for-Children_183', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_23', '26. parenting-handbook-Final-Eversion_72']",1,1,1,1,1,0.333333333,0.2,0.95066905,2,1
5,baseline_current,What are the different parenting styles?,['1. CHDV-100-OER-Textbook-updatedJuly2020_311'],"['3. L-G-0011992329-0035354927_16', '52. Behavior-Management-in-Dentistry-for-Children_96', '1. CHDV-100-OER-Textbook-updatedJuly2020_311', '31. ece127infanttoddlerdevelopmentandcare_592', '31. ece127infanttoddlerdevelopmentandcare_595']",0,1,1,0.333333333,0,0.333333333,0.2,5.050384045,2,1
6,baseline_current,What is the most significant factor I can influence for my child's development?,['3. L-G-0011992329-0035354927_14'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93', '3. L-G-0011992329-0035354927_8', '31. ece127infanttoddlerdevelopmentandcare_583', '31. ece127infanttoddlerdevelopmentandcare_588', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_19']",0,0,0,0,0,0,0,0.950235605,2,1
7,baseline_current,What are my most basic responsibilities as a parent?,['3. L-G-0011992329-0035354927_19'],"['3. L-G-0011992329-0035354927_28', '3. L-G-0011992329-0035354927_19', '3. L-G-0011992329-0035354927_18', '31. ece127infanttoddlerdevelopmentandcare_589', '3. L-G-0011992329-0035354927_31']",0,1,1,0.5,0,0.333333333,0.2,5.050400496,2,1
8,baseline_current,Why is setting boundaries important for my child?,['3. L-G-0011992329-0035354927_23'],"['3. L-G-0011992329-0035354927_23', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_76', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_75', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_79', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_88']",1,1,1,1,1,0.333333333,0.2,0.97039032,2,1
9,baseline_current,What is a 'secure attachment' and why is it important?,['3. L-G-0011992329-0035354927_36'],"['49. parent child interaction_3', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_482', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_483', '52. Behavior-Management-in-Dentistry-for-Children_91', '31. ece127infanttoddlerdevelopmentandcare_667']",0,0,0,0,0,0,0,5.030498743,2,1
10,baseline_current,What is the difference between my child's growth and their development?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_11'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_49', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_113', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_14', '31. ece127infanttoddlerdevelopmentandcare_78', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_16']",0,0,0,0,0,0,0,1.227825403,2,1
11,baseline_current,Why are emotions so important for my child's development?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_23'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_28', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_3', '31. ece127infanttoddlerdevelopmentandcare_449', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_502']",0,0,0,0,0,0,0,4.77344656,2,1
12,baseline_current,Why are friends so important to my school-aged child?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_30'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_448', '1. CHDV-100-OER-Textbook-updatedJuly2020_318', '1. CHDV-100-OER-Textbook-updatedJuly2020_546', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_164', '24. ISP-Resource-Social-and-Emotional-Development-FA-web_20']",0,0,0,0,0,0,0,1.227297544,2,1
13,baseline_current,Why do young children have temper tantrums?,['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_488'],"['26. parenting-handbook-Final-Eversion_59', '26. parenting-handbook-Final-Eversion_80', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_239', '26. parenting-handbook-Final-Eversion_60', '26. parenting-handbook-Final-Eversion_58']",0,0,0,0,0,0,0,4.773365974,2,1
14,baseline_current,What are the benefits of early childhood education for my child?,['20. Earlychildhood_8'],"['20. Earlychildhood_20', '38. A Good Start - Early Childhood Development Booklet_11', '31. ece127infanttoddlerdevelopmentandcare_757', '1. CHDV-100-OER-Textbook-updatedJuly2020_281', '1. CHDV-100-OER-Textbook-updatedJuly2020_278']",0,0,0,0,0,0,0,1.228021383,2,1
15,baseline_current,Why is play considered so important in early childhood education?,['20. Earlychildhood_28'],"['31. ece127infanttoddlerdevelopmentandcare_859', '20. Earlychildhood_28', '38. A Good Start - Early Childhood Development Booklet_10', '31. ece127infanttoddlerdevelopmentandcare_524', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_160']",0,1,1,0.5,0,0.333333333,0.2,4.772697926,2,1
16,baseline_current,What are some simple ways I can help my child's development at home?,['20. Earlychildhood_35'],"['26. parenting-handbook-Final-Eversion_114', '31. ece127infanttoddlerdevelopmentandcare_696', '26. parenting-handbook-Final-Eversion_97', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_228', '20. Earlychildhood_35']",0,0,1,0.2,0,0,0.2,1.228883743,2,1
17,baseline_current,What is the difference between a child's growth and their development?,['21. Paper_19_29'],"['11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_14', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_11', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_13', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_49', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_16']",0,0,0,0,0,0,0,4.772339106,2,1
18,baseline_current,What is the most important thing I can do for my child's mental health?,"['21. Paper_19_43', '21. Paper_19_44', '21. Paper_19_45', '21. Paper_19_46']","['26. parenting-handbook-Final-Eversion_113', '31. ece127infanttoddlerdevelopmentandcare_145', '1. CHDV-100-OER-Textbook-updatedJuly2020_366', '31. ece127infanttoddlerdevelopmentandcare_155', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_3']",0,0,0,0,0,0,0,1.228181839,2,1
19,baseline_current,Why is good nutrition so important for young children?,['21. Paper_19_90'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_336', '1. CHDV-100-OER-Textbook-updatedJuly2020_130', '38. A Good Start - Early Childhood Development Booklet_9', '31. ece127infanttoddlerdevelopmentandcare_94', '38. A Good Start - Early Childhood Development Booklet_4']",0,0,0,0,0,0,0,4.773320675,2,1
20,baseline_current,Why is it so important for children to eat breakfast?,['21. Paper_19_93'],"['1. CHDV-100-OER-Textbook-updatedJuly2020_336', '1. CHDV-100-OER-Textbook-updatedJuly2020_215', '1. CHDV-100-OER-Textbook-updatedJuly2020_339', '38. A Good Start - Early Childhood Development Booklet_4', '31. ece127infanttoddlerdevelopmentandcare_94']",0,0,0,0,0,0,0,1.227222204,2,1
21,baseline_current,Why is my child's social-emotional development so important?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_3'],"['23. FECP-M3-Understanding-SE-Development-in-Young-Children_3', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_455', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_19', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_2', '11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454']",1,1,1,1,1,0.333333333,0.2,4.773953915,2,1
22,baseline_current,How can I handle my baby's separation anxiety?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_5'],"['31. ece127infanttoddlerdevelopmentandcare_559', '31. ece127infanttoddlerdevelopmentandcare_558', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_5', '31. ece127infanttoddlerdevelopmentandcare_549', '31. ece127infanttoddlerdevelopmentandcare_551']",0,1,1,0.333333333,0,0.333333333,0.2,1.226922512,2,1
23,baseline_current,Why does my toddler say 'no' all the time and refuse to share toys?,['23. FECP-M3-Understanding-SE-Development-in-Young-Children_7'],"['23. FECP-M3-Understanding-SE-Development-in-Young-Children_7', '25. Parenting20Love20Logic_20Children2020PDFDrive.com29_212', '51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_67', '23. FECP-M3-Understanding-SE-Development-in-Young-Children_9', '26. parenting-handbook-Final-Eversion_59']",1,1,1,1,1,0.333333333,0.2,4.77350688,2,1
